ID,PID,Timestamp,CPU%,CPU(W),GPU%,GPU(W)
1,45138,1771250937927,9.541985511779785,1.1561395595968813,0,0
2,45138,1771250939021,6.36991548538208,1.1539609799084154,0,0
3,45138,1771250940117,4,0.7401240441928363,0,0
4,45138,1771250941217,6.36991548538208,1.0575975227602694,0,0
5,45138,1771250942325,3.754789352416992,0.6153727583611133,1,0.15335714097385833
6,45138,1771250943423,8.448540687561035,1.4515960817967846,37,11.237330297027105
7,45138,1771250944522,8.429119110107422,1.5060152472703408,39,11.903919086807129
8,45138,1771250945620,8.404009819030762,1.5200369115361565,39,12.262801819570631
9,45138,1771250946720,8.492732048034668,1.4421231275859683,39,11.61530045498949
10,45138,1771250947816,8.442055702209473,1.4951862186633076,38,12.199946198253201
11,45138,1771250948914,8.358895301818848,1.4252486165757363,39,12.333883474093074
12,45138,1771250950013,8.358895301818848,1.468341148518521,38,11.89385539304071
13,45138,1771250951112,8.639143943786621,1.5038407025904015,35,10.328518588293118
14,45138,1771250952212,8.371735572814941,1.4820544789668788,0,0
15,45138,1771250953306,8.269524574279785,1.4191429449498019,9,1.579420379066556
16,45138,1771250954398,8.551618576049805,1.4833892227483956,36,12.44507209498761
17,45138,1771250955492,8.487654685974121,1.4669679848882626,39,12.713648576138413
18,45138,1771250956590,8.358895301818848,1.5252572308509347,37,10.680433125099974
19,45138,1771250957683,8.404009819030762,1.4773320110193113,38,10.528651385509407
20,45138,1771250958778,8.494208335876465,1.495862131241768,40,14.627435117400243
21,45138,1771250959871,8.481110572814941,1.5068490183999943,38,12.862942505988382
22,45138,1771250960965,8.384614944458008,1.59196523196107,37,11.112217214764243
23,45138,1771250962060,8.404009819030762,1.4737883982846631,39,15.496058337468806
24,45138,1771250963160,8.678956031799316,2.013726698531572,2,0.5010494487449281
25,45138,1771250964255,8.404009819030762,1.7074342608112223,8,2.1040002426491426
26,45138,1771250965368,8.645753860473633,1.8238427737845255,31,8.3609640294343
27,45138,1771250966463,8.494208335876465,1.6001768741412874,38,9.643195472777894
28,45138,1771250967555,8.416988372802734,1.5098576160334343,40,14.60439555609747
29,45138,1771250968648,8.487654685974121,1.6017144060880824,39,12.501766707677895
30,45138,1771250969746,8.397534370422363,1.6260197692501293,39,10.89883552212127
31,45138,1771250970841,8.46153736114502,1.6026435276555966,39,10.676593431955746
32,45138,1771250971946,8.486237525939941,1.746822840916477,38,12.685674379220734
33,45138,1771250973065,8.288972854614258,2.618977472718768,30,7.275438111339924
34,45138,1771250974165,8.648648262023926,2.2218813952361542,22,4.642331138080009
35,45138,1771250975294,8.4644193649292,2.204871572014537,3,0.45631081182715005
36,45138,1771250976399,8.645753860473633,1.821521138550999,10,2.4742316901811967
37,45138,1771250977498,8.46153736114502,1.612397433776882,39,13.608189599758436
38,45138,1771250978595,8.429119110107422,1.5472551559622738,40,15.202863189693893
39,45138,1771250979691,8.442055702209473,1.512129755148089,38,15.385252867657863
40,45138,1771250980794,8.403361320495605,1.5671697576251802,37,14.142746338547639
41,45138,1771250981909,8.383685111999512,1.6614817419256183,37,13.974924463080502
42,45138,1771250983007,8.448540687561035,1.5304525646016711,38,14.176515711183718
43,45138,1771250984106,8.429119110107422,1.4687331971724484,37,14.158782134256214
44,45138,1771250985203,8.595547676086426,1.5481586381086585,32,11.644994728542393
45,45138,1771250986302,8.422664642333984,1.5038512338016097,2,0.34788350194884243
46,45138,1771250987404,8.632543563842773,1.6749806878126918,12,2.252823894831879
47,45138,1771250988505,8.403361320495605,1.6668651545776645,36,9.808954605492536
48,45138,1771250989603,8.339709281921387,1.473280812548467,39,11.80580081239818
49,45138,1771250990703,8.435583114624023,1.5387171332579503,38,11.637424443774986
50,45138,1771250991803,8.492732048034668,1.5058457283354176,39,12.16165121283262
51,45138,1771250992903,8.409786224365234,1.5039687071938566,38,11.905237144742074
52,45138,1771250993999,8.371735572814941,1.4632087032211751,38,12.058694927195296
53,45138,1771250995099,8.429119110107422,1.5283683130330135,38,12.227318215414869
54,45138,1771250996197,8.595547676086426,1.538546788247936,36,11.157740907267101
55,45138,1771250997297,8.416220664978027,1.5063340182550906,1,0.1551439982609114
56,45138,1771250998410,8.352314949035645,1.6844575026648265,11,1.9656679925816858
57,45138,1771250999513,8.792048454284668,1.7752020187182422,34,11.055361870607904
58,45138,1771251000617,8.422664642333984,1.5704809869940541,38,14.617757944183323
59,45138,1771251001718,8.422664642333984,1.5530848485007882,38,12.001211747775905
60,45138,1771251002824,8.384146690368652,1.62528974899195,37,10.322653925909913
61,45138,1771251003925,8.499234199523926,1.518772430255313,38,11.891503181084568
62,45138,1771251005028,8.453922271728516,1.5546852434709637,38,12.467091040584663
63,45138,1771251006130,8.442055702209473,1.5232467295884065,39,13.547822821198482
64,45138,1771251007233,8.569242477416992,1.7231958503061344,37,13.585817863072773
65,45138,1771251008333,8.403361320495605,1.5090631451482566,0,0
66,45138,1771251009434,8.442055702209473,1.581030486459506,10,1.8106783519573086
67,45138,1771251010538,8.61937427520752,1.5224790068942562,36,9.360444685664964
68,45138,1771251011641,8.473282814025879,1.6600448024266115,36,11.247297506847143
69,45138,1771251012741,8.358895301818848,1.4642613451432855,38,12.647546162177365
70,45138,1771251013840,8.416220664978027,1.5163394569510333,38,12.815285247551218
71,45138,1771251014943,8.422664642333984,1.589683745333369,39,13.46694827025234
72,45138,1771251016048,8.479755401611328,1.564704432528155,38,14.770794756045023
73,45138,1771251017151,8.422664642333984,1.4777066285930094,38,16.25664680406827
74,45138,1771251018256,8.473282814025879,1.6574234104777208,37,12.32324486991048
75,45138,1771251019358,8.625954627990723,1.5481098161534834,4,0.9726940425782782
76,45138,1771251020460,8.403361320495605,1.544879101635846,10,2.425601944709401
77,45138,1771251021560,8.588956832885742,1.5349143265554452,33,10.178844471296577
78,45138,1771251022658,8.442055702209473,1.481447448896114,40,14.54252213667631
79,45138,1771251023756,8.435583114624023,1.5669930429385934,38,13.890927464742212
80,45138,1771251024855,8.429119110107422,1.4699965601843958,38,13.253282816283553
81,45138,1771251025958,8.416220664978027,1.5254599286055863,39,13.54733752840607
82,45138,1771251027058,8.442055702209473,1.4177541687274737,37,14.036658337606417
83,45138,1771251028159,8.409786224365234,1.5027004274270297,39,14.597566791308234
84,45138,1771251029261,8.639143943786621,1.4952852698696206,38,15.362862616681502
85,45138,1771251030359,8.422664642333984,1.5238500087419582,1,0.29084348533565707
86,45138,1771251031460,8.416220664978027,1.4499814516219296,9,2.420094993482918
87,45138,1771251032562,8.5122709274292,1.6376040819040731,32,10.569821937168975
88,45138,1771251033662,8.422664642333984,1.460563683587308,39,15.286216917972801
89,45138,1771251034759,8.384614944458008,1.5759413485166973,37,14.814255862224588
90,45138,1771251035857,8.442055702209473,1.5043569403083792,39,15.5947174378507
91,45138,1771251036972,8.434650421142578,2.157871150548017,34,12.596859673635494
92,45138,1771251038070,8.479755401611328,1.780853893460993,37,12.001376012038392
93,45138,1771251039185,8.402725219726563,1.9696275169433777,37,11.45239170187877
94,45138,1771251040283,8.333333015441895,1.501828256717983,37,11.195175168494613
95,45138,1771251041384,8.652373313903809,1.517711146832517,14.000000000000002,3.14508135527576
96,45138,1771251042482,8.429119110107422,1.4830635757849133,6,1.0908656140770454
97,45138,1771251043584,8.612804412841797,1.5123140638595354,26,5.783284372115852
98,45138,1771251044683,8.416220664978027,1.5151825591017878,39,10.490050896197197
99,45138,1771251045781,8.358895301818848,1.4322797710301152,39,10.829896959483976
100,45138,1771251046880,8.307692527770996,1.5440449084751855,38,10.435233958679836
101,45138,1771251047975,8.492732048034668,1.4558983295300771,39,11.579272162719942
102,45138,1771251049074,8.435583114624023,1.4816950008990806,37,14.877103420739786
103,45138,1771251050174,8.409786224365234,1.5298952580001612,38,15.045963428013696
104,45138,1771251051271,8.397534370422363,1.465442014480308,38,14.919563459831162
105,45138,1771251052374,8.61937427520752,1.556708521117432,18,5.446142484320826
106,45138,1771251053481,8.384146690368652,1.9478874329949958,5,1.494209633842459
107,45138,1771251054585,8.396946907043457,1.5031036086791292,9,1.6771413530950423
108,45138,1771251055686,2.153846025466919,0.2043378506485242,0,0
109,45138,1771251056798,2.078521966934204,0.21811797513369627,0,0
110,45138,1771251057897,0.15267175436019897,0.011222619549290415,0,0
111,45138,1771251059002,0,0,0,0
